x-axis,2
second,Volt
-2.600000E-06,+361.809041351E-03
-2.597400E-06,+369.346729713E-03
-2.594800E-06,+361.809041351E-03
-2.592200E-06,+361.809041351E-03
-2.589600E-06,+351.758790202E-03
-2.587000E-06,+399.497483158E-03
-2.584400E-06,+361.809041351E-03
-2.581800E-06,+361.809041351E-03
-2.579200E-06,+402.010045946E-03
-2.576600E-06,+361.809041351E-03
-2.574000E-06,+359.296478564E-03
-2.571400E-06,+369.346729713E-03
-2.568800E-06,+361.809041351E-03
-2.566200E-06,+336.683413479E-03
-2.563600E-06,+361.809041351E-03
-2.561000E-06,+361.809041351E-03
-2.558400E-06,+391.959794797E-03
-2.555800E-06,+336.683413479E-03
-2.553200E-06,+402.010045946E-03
-2.550600E-06,+402.010045946E-03
-2.548000E-06,+361.809041351E-03
-2.545400E-06,+417.085422669E-03
-2.542800E-06,+376.884418074E-03
-2.540200E-06,+361.809041351E-03
-2.537600E-06,+384.422106436E-03
-2.535000E-06,+361.809041351E-03
-2.532400E-06,+351.758790202E-03
-2.529800E-06,+336.683413479E-03
-2.527200E-06,+376.884418074E-03
-2.524600E-06,+402.010045946E-03
-2.522000E-06,+361.809041351E-03
-2.519400E-06,+361.809041351E-03
-2.516800E-06,+361.809041351E-03
-2.514200E-06,+296.482408885E-03
-2.511600E-06,+361.809041351E-03
-2.509000E-06,+361.809041351E-03
-2.506400E-06,+361.809041351E-03
-2.503800E-06,+376.884418074E-03
-2.501200E-06,+344.221101841E-03
-2.498600E-06,+369.346729713E-03
-2.496000E-06,+361.809041351E-03
-2.493400E-06,+329.145725118E-03
-2.490800E-06,+344.221101841E-03
-2.488200E-06,+344.221101841E-03
-2.485600E-06,+311.557785608E-03
-2.483000E-06,+321.608036757E-03
-2.480400E-06,+321.608036757E-03
-2.477800E-06,+321.608036757E-03
-2.475200E-06,+321.608036757E-03
-2.472600E-06,+321.608036757E-03
-2.470000E-06,+319.095473969E-03
-2.467400E-06,+336.683413479E-03
-2.464800E-06,+321.608036757E-03
-2.462200E-06,+321.608036757E-03
-2.459600E-06,+311.557785608E-03
-2.457000E-06,+321.608036757E-03
-2.454400E-06,+351.758790202E-03
-2.451800E-06,+311.557785608E-03
-2.449200E-06,+336.683413479E-03
-2.446600E-06,+321.608036757E-03
-2.444000E-06,+321.608036757E-03
-2.441400E-06,+351.758790202E-03
-2.438800E-06,+361.809041351E-03
-2.436200E-06,+321.608036757E-03
-2.433600E-06,+384.422106436E-03
-2.431000E-06,+359.296478564E-03
-2.428400E-06,+311.557785608E-03
-2.425800E-06,+351.758790202E-03
-2.423200E-06,+361.809041351E-03
-2.420600E-06,+361.809041351E-03
-2.418000E-06,+281.407032162E-03
-2.415400E-06,+321.608036757E-03
-2.412800E-06,+321.608036757E-03
-2.410200E-06,+296.482408885E-03
-2.407600E-06,+311.557785608E-03
-2.405000E-06,+321.608036757E-03
-2.402400E-06,+281.407032162E-03
-2.399800E-06,+304.020097246E-03
-2.397200E-06,+288.944720523E-03
-2.394600E-06,+288.944720523E-03
-2.392000E-06,+321.608036757E-03
-2.389400E-06,+288.944720523E-03
-2.386800E-06,+321.608036757E-03
-2.384200E-06,+281.407032162E-03
-2.381600E-06,+281.407032162E-03
-2.379000E-06,+319.095473969E-03
-2.376400E-06,+256.281404290E-03
-2.373800E-06,+256.281404290E-03
-2.371200E-06,+304.020097246E-03
-2.368600E-06,+288.944720523E-03
-2.366000E-06,+281.407032162E-03
-2.363400E-06,+321.608036757E-03
-2.360800E-06,+256.281404290E-03
-2.358200E-06,+296.482408885E-03
-2.355600E-06,+271.356781013E-03
-2.353000E-06,+241.206027567E-03
-2.350400E-06,+281.407032162E-03
-2.347800E-06,+256.281404290E-03
-2.345200E-06,+271.356781013E-03
-2.342600E-06,+281.407032162E-03
-2.340000E-06,+241.206027567E-03
-2.337400E-06,+304.020097246E-03
-2.334800E-06,+296.482408885E-03
-2.332200E-06,+256.281404290E-03
-2.329600E-06,+271.356781013E-03
-2.327000E-06,+241.206027567E-03
-2.324400E-06,+271.356781013E-03
-2.321800E-06,+256.281404290E-03
-2.319200E-06,+281.407032162E-03
-2.316600E-06,+248.743715929E-03
-2.314000E-06,+241.206027567E-03
-2.311400E-06,+281.407032162E-03
-2.308800E-06,+281.407032162E-03
-2.306200E-06,+241.206027567E-03
-2.303600E-06,+281.407032162E-03
-2.301000E-06,+281.407032162E-03
-2.298400E-06,+271.356781013E-03
-2.295800E-06,+281.407032162E-03
-2.293200E-06,+263.819092652E-03
-2.290600E-06,+248.743715929E-03
-2.288000E-06,+281.407032162E-03
-2.285400E-06,+248.743715929E-03
-2.282800E-06,+281.407032162E-03
-2.280200E-06,+263.819092652E-03
-2.277600E-06,+241.206027567E-03
-2.275000E-06,+241.206027567E-03
-2.272400E-06,+248.743715929E-03
-2.269800E-06,+241.206027567E-03
