x-axis,1,2
second,Volt,Volt
-2.600000E-06,+228.065324191E-03,+374.371855287E-03
-2.597400E-06,+221.507535316E-03,+371.859292500E-03
-2.594800E-06,+228.793967399E-03,+402.010045946E-03
-2.592200E-06,+230.251253815E-03,+381.909543648E-03
-2.589600E-06,+233.165826648E-03,+364.321604138E-03
-2.587000E-06,+225.879394566E-03,+402.010045946E-03
-2.584400E-06,+221.507535316E-03,+402.010045946E-03
-2.581800E-06,+221.507535316E-03,+366.834166925E-03
-2.579200E-06,+221.507535316E-03,+402.010045946E-03
-2.576600E-06,+221.507535316E-03,+396.984920371E-03
-2.574000E-06,+237.537685898E-03,+402.010045946E-03
-2.571400E-06,+232.437183440E-03,+402.010045946E-03
-2.568800E-06,+233.165826648E-03,+402.010045946E-03
-2.566200E-06,+227.336680982E-03,+381.909543648E-03
-2.563600E-06,+230.979897024E-03,+402.010045946E-03
-2.561000E-06,+225.879394566E-03,+402.010045946E-03
-2.558400E-06,+221.507535316E-03,+389.447232010E-03
-2.555800E-06,+228.793967399E-03,+402.010045946E-03
-2.553200E-06,+223.693464941E-03,+361.809041351E-03
-2.550600E-06,+233.165826648E-03,+402.010045946E-03
-2.548000E-06,+228.065324191E-03,+374.371855287E-03
-2.545400E-06,+233.165826648E-03,+389.447232010E-03
-2.542800E-06,+224.422108149E-03,+394.472357584E-03
-2.540200E-06,+233.165826648E-03,+381.909543648E-03
-2.537600E-06,+233.165826648E-03,+364.321604138E-03
-2.535000E-06,+214.221103233E-03,+386.934669223E-03
-2.532400E-06,+233.165826648E-03,+419.597985456E-03
-2.529800E-06,+225.150751357E-03,+402.010045946E-03
-2.527200E-06,+241.909545148E-03,+361.809041351E-03
-2.524600E-06,+221.507535316E-03,+396.984920371E-03
-2.522000E-06,+221.507535316E-03,+402.010045946E-03
-2.519400E-06,+221.507535316E-03,+371.859292500E-03
-2.516800E-06,+228.793967399E-03,+366.834166925E-03
-2.514200E-06,+233.165826648E-03,+361.809041351E-03
-2.511600E-06,+222.964821733E-03,+361.809041351E-03
-2.509000E-06,+225.879394566E-03,+361.809041351E-03
-2.506400E-06,+232.437183440E-03,+389.447232010E-03
-2.503800E-06,+213.492460025E-03,+354.271352990E-03
-2.501200E-06,+221.507535316E-03,+361.809041351E-03
-2.498600E-06,+221.507535316E-03,+361.809041351E-03
-2.496000E-06,+228.065324191E-03,+361.809041351E-03
-2.493400E-06,+221.507535316E-03,+331.658287905E-03
-2.490800E-06,+228.793967399E-03,+361.809041351E-03
-2.488200E-06,+209.849243984E-03,+341.708539054E-03
