x-axis,1,2
second,Volt,Volt
-2.600000E-06,+595.231149346E-03,+535.678416491E-03
-2.597400E-06,+594.502506137E-03,+543.718617409E-03
-2.594800E-06,+590.859290096E-03,+545.226155082E-03
-2.592200E-06,+592.316576513E-03,+548.241230426E-03
-2.589600E-06,+604.703511053E-03,+536.683441605E-03
-2.587000E-06,+587.944717263E-03,+543.718617409E-03
-2.584400E-06,+583.572858013E-03,+551.758818328E-03
-2.581800E-06,+583.572858013E-03,+553.266356001E-03
-2.579200E-06,+595.231149346E-03,+543.718617409E-03
-2.576600E-06,+583.572858013E-03,+551.758818328E-03
-2.574000E-06,+571.914566681E-03,+554.773893673E-03
-2.571400E-06,+583.572858013E-03,+549.748768099E-03
-2.568800E-06,+583.572858013E-03,+545.226155082E-03
-2.566200E-06,+583.572858013E-03,+547.738717869E-03
-2.563600E-06,+583.572858013E-03,+552.763843443E-03
-2.561000E-06,+583.572858013E-03,+559.799019247E-03
-2.558400E-06,+583.572858013E-03,+557.788969018E-03
-2.555800E-06,+583.572858013E-03,+543.718617409E-03
-2.553200E-06,+583.572858013E-03,+564.321632264E-03
-2.550600E-06,+581.386928388E-03,+559.799019247E-03
-2.548000E-06,+583.572858013E-03,+551.758818328E-03
-2.545400E-06,+583.572858013E-03,+549.748768099E-03
-2.542800E-06,+575.557782722E-03,+565.829169936E-03
-2.540200E-06,+583.572858013E-03,+556.281431345E-03
-2.537600E-06,+585.030144430E-03,+551.758818328E-03
-2.535000E-06,+578.472355555E-03,+549.246255541E-03
-2.532400E-06,+571.914566681E-03,+551.758818328E-03
-2.529800E-06,+583.572858013E-03,+566.834195051E-03
-2.527200E-06,+592.316576513E-03,+547.738717869E-03
-2.524600E-06,+595.231149346E-03,+551.256305771E-03
-2.522000E-06,+583.572858013E-03,+549.246255541E-03
-2.519400E-06,+583.572858013E-03,+554.271381116E-03
-2.516800E-06,+587.216074055E-03,+551.758818328E-03
-2.514200E-06,+583.572858013E-03,+547.738717869E-03
-2.511600E-06,+575.557782722E-03,+552.763843443E-03
-2.509000E-06,+576.286425930E-03,+559.799019247E-03
-2.506400E-06,+594.502506137E-03,+557.788969018E-03
-2.503800E-06,+587.216074055E-03,+535.678416491E-03
-2.501200E-06,+574.100496306E-03,+547.738717869E-03
-2.498600E-06,+590.859290096E-03,+552.763843443E-03
-2.496000E-06,+587.944717263E-03,+546.733692754E-03
-2.493400E-06,+594.502506137E-03,+535.678416491E-03
-2.490800E-06,+583.572858013E-03,+535.678416491E-03
-2.488200E-06,+592.316576513E-03,+547.738717869E-03
