x-axis,1,2
second,Volt,Volt
-2.600000E-06,+181.910800282E-03,+402.010076214E-03
-2.597400E-06,+215.076629072E-03,+398.995000869E-03
-2.594800E-06,+162.011303008E-03,+400.502538541E-03
-2.592200E-06,+171.961051645E-03,+398.995000869E-03
-2.589600E-06,+152.061554370E-03,+398.995000869E-03
-2.587000E-06,+162.011303008E-03,+402.010076214E-03
-2.584400E-06,+162.011303008E-03,+398.995000869E-03
-2.581800E-06,+175.277634524E-03,+398.995000869E-03
-2.579200E-06,+201.810297556E-03,+403.517613886E-03
-2.576600E-06,+162.011303008E-03,+400.000025984E-03
-2.574000E-06,+128.845474217E-03,+398.995000869E-03
-2.571400E-06,+211.760046193E-03,+398.995000869E-03
-2.568800E-06,+178.594217403E-03,+398.995000869E-03
-2.566200E-06,+171.961051645E-03,+398.995000869E-03
-2.563600E-06,+162.011303008E-03,+398.995000869E-03
-2.561000E-06,+162.011303008E-03,+398.995000869E-03
-2.558400E-06,+162.011303008E-03,+398.995000869E-03
-2.555800E-06,+178.594217403E-03,+406.030176673E-03
-2.553200E-06,+188.543966040E-03,+398.995000869E-03
-2.550600E-06,+152.061554370E-03,+398.995000869E-03
-2.548000E-06,+162.011303008E-03,+396.482438082E-03
-2.545400E-06,+215.076629072E-03,+398.995000869E-03
-2.542800E-06,+162.011303008E-03,+400.502538541E-03
-2.540200E-06,+215.076629072E-03,+386.934699491E-03
-2.537600E-06,+205.126880435E-03,+383.919624146E-03
-2.535000E-06,+162.011303008E-03,+393.969875295E-03
-2.532400E-06,+211.760046193E-03,+390.954799950E-03
-2.529800E-06,+195.177131798E-03,+382.914599031E-03
-2.527200E-06,+171.961051645E-03,+382.914599031E-03
-2.524600E-06,+162.011303008E-03,+383.919624146E-03
-2.522000E-06,+181.910800282E-03,+382.914599031E-03
-2.519400E-06,+162.011303008E-03,+382.914599031E-03
-2.516800E-06,+162.011303008E-03,+376.381935785E-03
-2.514200E-06,+171.961051645E-03,+374.874398112E-03
-2.511600E-06,+162.011303008E-03,+382.412086474E-03
-2.509000E-06,+162.011303008E-03,+364.321634406E-03
-2.506400E-06,+108.945976943E-03,+366.834197193E-03
-2.503800E-06,+162.011303008E-03,+373.869372997E-03
-2.501200E-06,+162.011303008E-03,+371.356810210E-03
-2.498600E-06,+168.644468766E-03,+366.834197193E-03
-2.496000E-06,+162.011303008E-03,+366.834197193E-03
-2.493400E-06,+162.011303008E-03,+364.824146964E-03
-2.490800E-06,+162.011303008E-03,+366.834197193E-03
-2.488200E-06,+118.895725580E-03,+363.316609291E-03
